,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
126,103.38,106.58,119.96,106.99,94.65,89.08,90.0,84.9,81.17,72.67,79.875,84.984,74.674,82.008,83.253,79.845,96.509,95.714,95.421,94.779,96.409,97.155
127,103.21,106.66,119.83,107.24,94.4,88.18,90.32,84.85,81.2,72.335,80.38,84.67,74.57,81.872,83.764,79.985,96.29,95.714,95.969,94.412,96.274,97.301
128,103.53,106.97,120.16,107.55,94.75,88.49,90.33,84.8,81.23,73.075,80.665,84.862,74.985,81.872,83.451,80.281,96.29,96.259,95.969,94.412,96.331,97.301
129,103.59,106.8,121.21,107.84,94.9,88.35,90.25,85.25,81.31,72.99,80.695,84.306,75.44,82.942,83.451,80.281,96.477,96.131,96.059,94.223,96.331,96.682
130,103.6,107.14,120.15,108.12,95.9,87.88,90.2,85.03,81.26,72.97,80.865,84.038,75.257,83.561,84.689,80.267,97.076,96.383,95.575,93.769,96.89,96.839
131,103.87,107.34,120.11,106.75,96.19,87.76,90.15,84.64,81.21,73.315,81.005,84.036,75.514,83.351,84.414,80.221,96.472,96.327,95.792,93.807,96.984,96.368
132,104.19,106.65,119.42,106.05,95.89,87.67,89.33,85.16,80.65,72.87,80.05,84.152,76.374,83.559,84.781,80.042,96.788,96.59,95.777,93.889,97.095,96.673
133,104.26,106.8,118.94,106.57,95.67,87.65,88.28,85.03,80.525,72.765,80.43,84.407,76.234,83.728,84.234,80.17,96.172,96.487,95.422,94.486,96.703,96.614
134,104.02,107.82,119.34,106.19,96.13,88.01,89.17,85.6,80.45,72.345,80.3,83.821,75.547,83.809,82.915,80.229,96.998,96.208,95.512,94.564,96.666,96.407
135,103.64,108.27,119.62,106.22,96.37,87.76,89.27,85.51,80.39,72.17,80.37,83.598,75.562,83.474,83.163,80.23,96.784,96.1,95.508,94.5,96.424,96.207
136,103.77,108.18,119.52,105.05,97.22,88.2,89.62,85.78,80.34,72.13,79.46,82.743,75.52,83.218,83.196,80.446,97.279,96.563,94.93,94.272,96.545,96.039
137,103.88,108.45,119.17,104.85,97.0,87.3,89.52,86.68,80.37,72.335,79.37,82.658,75.793,83.168,82.637,80.625,97.806,96.587,94.904,94.704,97.041,96.319
138,102.7,109.06,117.6,104.78,97.19,87.35,89.74,86.73,80.25,72.495,79.505,82.705,75.513,83.196,82.84,80.57,97.989,97.108,94.402,94.811,96.853,95.889
139,102.2,109.31,117.53,104.85,96.82,87.96,89.2,86.18,80.27,72.425,79.05,82.929,75.094,82.98,82.955,80.595,98.161,97.263,94.588,94.942,96.449,95.772
140,101.4,108.34,117.42,104.42,96.42,88.77,88.84,85.94,80.15,72.22,79.09,83.593,74.231,83.573,82.711,80.627,97.426,97.046,94.117,94.226,96.817,95.06
141,101.25,108.22,118.03,105.13,96.67,88.63,89.52,85.67,80.22,72.675,78.86,82.782,74.412,83.815,82.317,80.865,97.722,97.516,93.679,94.44,96.94,94.93
142,101.34,108.44,117.31,107.08,95.6,89.46,89.5,86.08,79.93,73.04,78.97,82.629,74.254,84.145,82.04,80.915,97.226,97.326,93.798,94.388,97.418,94.649
143,100.34,108.09,116.81,105.87,95.59,89.22,89.92,86.41,80.52,73.125,78.895,82.242,73.629,83.641,82.4,80.962,97.346,97.168,93.888,94.129,97.452,94.38
144,100.58,107.89,116.93,105.48,95.12,89.98,89.61,85.66,80.3,73.075,78.755,82.328,74.273,82.859,82.053,81.125,96.605,97.042,93.505,94.544,97.552,93.615
145,100.21,108.65,117.14,106.89,95.28,89.94,89.23,85.63,80.81,72.86,79.0,82.31,74.391,82.765,81.764,81.122,96.863,96.721,93.715,94.46,97.751,93.647
146,99.6,109.52,117.41,107.39,95.5,90.14,89.23,85.19,80.72,73.505,79.785,81.754,74.036,82.868,81.763,81.315,97.077,95.491,93.114,94.111,97.796,93.432
147,99.54,109.37,117.39,107.15,96.3,90.11,88.7,85.09,80.66,73.51,79.405,81.655,74.456,82.71,81.919,81.516,97.694,95.677,92.718,94.275,97.809,93.009
148,99.7,109.88,116.7,107.7,97.14,89.93,88.64,84.82,80.75,73.42,78.45,81.055,74.666,83.178,81.539,81.523,97.439,94.988,92.901,94.428,98.258,93.321
149,99.79,110.48,116.41,107.25,96.87,89.7,87.85,84.83,80.605,73.6,77.75,80.684,74.199,83.451,82.427,81.377,97.616,95.525,92.699,94.987,98.144,93.507
150,99.07,110.8,116.31,106.96,96.36,89.83,87.7,84.8,80.06,73.62,77.88,80.992,75.36,82.446,81.978,81.405,98.024,95.717,92.707,94.961,97.852,93.378
151,99.26,110.72,116.57,107.58,96.37,89.78,87.95,84.38,80.14,74.055,77.605,80.93,74.802,82.304,81.936,81.611,98.035,96.136,93.416,95.187,97.308,92.85
152,99.38,110.61,117.02,108.98,96.42,88.46,87.82,84.53,80.37,74.41,78.155,80.496,74.938,82.25,81.658,81.507,97.906,96.34,93.309,95.046,97.417,92.768
153,99.82,111.17,116.65,108.13,95.96,88.49,87.8,84.48,80.225,74.725,79.105,80.789,74.724,82.439,81.323,81.605,97.619,96.132,93.515,94.89,97.345,93.412
154,99.7,111.3,115.41,108.89,96.57,88.93,87.57,84.5,80.66,76.01,79.385,80.924,74.769,82.71,81.027,81.454,97.202,95.608,93.43,95.355,97.434,93.569
155,100.06,110.74,115.42,108.42,95.98,88.98,86.98,84.95,80.595,76.315,79.285,82.428,74.81,82.631,81.17,81.535,97.335,95.838,93.304,96.218,97.322,93.6
156,99.94,111.06,115.16,107.61,96.34,88.8,86.83,85.39,80.97,76.32,78.9,82.767,74.743,82.486,81.374,81.555,96.295,95.682,92.956,96.251,97.198,93.408
157,100.58,111.01,114.48,107.24,96.35,87.97,87.22,85.47,81.43,76.385,78.58,83.038,73.929,82.527,81.815,81.657,96.461,95.594,93.305,96.605,97.631,93.317
158,100.54,110.35,113.26,107.04,96.82,88.03,87.35,85.05,81.76,76.835,79.005,82.635,74.093,82.711,81.758,81.647,96.533,94.764,93.756,96.577,97.826,93.085
159,100.76,110.09,113.2,106.85,96.8,88.15,87.93,84.77,81.72,77.35,79.4,82.324,73.758,82.417,81.207,81.469,96.815,94.69,93.438,96.536,98.005,92.847
160,100.4,110.01,113.13,106.89,97.45,88.15,88.54,84.93,81.36,77.27,79.035,82.31,74.315,82.663,81.293,81.631,97.07,94.137,93.534,95.981,98.007,92.259
161,99.65,110.93,113.5,107.72,97.48,87.82,88.49,84.98,81.38,76.985,78.545,82.54,74.106,82.5,81.26,81.937,96.368,94.483,93.359,95.789,98.221,92.88
162,99.46,111.37,113.37,107.51,97.51,88.23,88.06,84.53,81.47,77.095,78.45,83.16,74.168,81.92,80.934,82.28,96.002,94.499,93.012,95.15,98.063,92.778
163,100.69,111.65,113.41,107.28,98.7,89.18,88.01,85.08,81.22,76.33,78.1,83.228,73.961,81.497,81.223,82.208,95.005,94.494,93.461,95.051,98.179,93.24
164,100.46,111.33,113.19,108.3,99.0,89.55,87.82,84.97,81.11,76.895,78.33,83.206,74.087,81.359,81.531,82.377,93.356,94.747,93.07,95.583,98.064,93.289
165,101.22,111.14,113.45,108.13,98.93,89.47,87.56,85.17,80.61,76.905,78.295,83.331,74.362,81.603,81.392,82.593,94.544,94.743,93.202,95.063,97.53,93.019
166,101.074,111.24,113.46,107.95,98.92,89.4,87.78,85.3,80.71,77.434,78.778,83.05,73.933,81.691,81.441,82.6996,95.194,95.534,92.677,94.684,97.989,93.002
167,100.868,111.35,113.57,106.942,99.158,89.908,88.08,85.086,80.69,77.379,78.163,83.1,73.909,81.443,81.2506,82.4922,95.7792,95.527,92.098,94.55,97.8236,92.997
168,100.672,112.05,113.7,107.42,99.192,89.908,88.17,84.662,80.58,77.528,78.562,83.424,74.197,81.686,81.565,82.5838,96.2988,96.014,92.094,94.352,97.952,92.385
169,99.556,111.93,113.08,107.036,98.436,89.168,87.34,84.69,80.67,77.86,78.46,83.526,74.429,81.902,82.147,82.8694,96.0788,95.976,92.688,94.43,98.1982,92.139
170,99.3,112.37,113.812,107.506,98.51,89.2,86.25,84.732,80.625,78.18,79.1,82.88,74.892,81.468,82.3404,82.891,95.729,95.61,92.44,94.755,98.5064,92.342
171,98.85,111.08,114.01,107.39,99.49,89.3,86.04,84.53,80.615,78.57,78.725,82.851,75.14,81.531,82.39,83.123,96.127,95.794,92.529,94.673,98.418,92.839
172,99.34,111.07,116.06,106.15,99.24,89.93,85.93,84.32,80.65,78.595,78.805,82.434,75.573,81.636,82.644,82.996,96.706,95.794,92.529,94.98,98.519,92.735
173,99.46,112.15,115.99,106.68,98.71,89.89,86.33,84.61,80.37,79.1,78.44,82.385,76.412,81.55,82.443,83.944,96.525,94.763,91.986,94.729,97.958,92.709
174,99.54,113.9,115.36,106.56,97.56,89.49,86.7,84.68,80.25,79.47,78.27,83.139,75.946,81.303,82.916,83.872,96.525,94.886,92.017,94.593,97.942,92.709
175,99.45,113.45,114.47,107.48,97.63,89.04,86.78,85.11,79.725,80.165,77.59,82.895,76.71,80.433,82.397,84.371,96.233,94.971,91.417,94.939,97.925,93.425
176,99.21,114.14,115.01,107.7,96.86,89.08,86.66,85.59,79.64,79.775,77.345,83.0,77.72,80.534,82.002,84.42,96.215,95.253,91.106,94.72,97.803,93.244
177,100.6,115.18,115.37,108.08,96.94,88.61,87.47,85.48,79.5,80.365,77.085,83.016,78.167,79.986,82.017,84.443,95.632,94.998,91.618,94.83,97.857,93.316
178,99.93,114.92,112.56,108.2,96.99,88.82,87.53,85.56,79.17,80.68,76.89,82.186,77.487,79.914,81.711,84.459,95.379,95.555,91.626,94.358,98.177,93.338
179,100.34,115.13,112.35,107.68,96.46,88.72,87.46,85.48,79.31,79.495,76.96,81.339,77.381,79.397,81.674,84.381,95.412,95.252,92.273,94.097,97.876,93.06
180,99.84,114.97,112.08,108.6,96.39,89.4,87.89,85.31,79.46,79.395,76.785,81.751,76.777,78.987,81.638,84.398,95.785,95.213,91.889,94.505,97.83,93.085
181,99.71,115.76,112.37,108.79,97.12,88.99,87.81,85.66,79.54,79.53,76.475,81.501,77.092,79.115,81.448,84.231,95.546,96.055,91.653,94.076,98.175,93.231
182,99.97,115.82,113.63,108.81,96.14,89.1,88.22,85.48,79.06,78.09,76.43,81.641,77.639,79.346,81.295,84.486,94.677,95.761,91.824,94.227,97.819,92.969
183,100.19,115.84,113.42,108.25,96.31,89.18,88.38,85.61,79.19,78.065,76.67,81.582,77.528,79.127,80.367,84.43,94.996,95.976,91.561,94.119,98.134,92.952
184,99.29,116.14,112.7,107.48,95.34,88.31,87.89,85.44,78.48,77.94,77.0,80.673,77.859,79.478,80.48,84.865,96.034,95.665,92.296,93.491,97.847,93.684
185,99.45,115.0,112.68,108.1,94.21,88.68,88.36,84.83,78.48,76.375,76.35,80.064,79.1,79.398,80.549,84.863,96.446,95.381,92.049,93.798,98.136,94.018
186,99.39,113.34,113.5,108.41,94.34,88.62,88.98,84.87,78.42,76.65,76.295,80.247,79.228,79.577,80.571,84.779,96.206,95.392,91.967,93.775,98.221,94.443
187,99.27,113.84,113.96,108.0,94.07,88.59,88.9,84.96,78.195,76.88,77.115,79.599,79.063,79.608,80.69,85.155,96.149,95.21,92.441,93.711,97.927,94.394
188,99.33,113.01,113.37,108.27,94.14,88.48,89.39,85.32,78.4,77.11,77.015,79.554,78.028,79.948,80.443,85.303,96.434,95.312,92.781,93.773,98.659,94.682
189,98.85,112.87,113.38,108.15,94.25,88.27,89.28,85.32,78.245,77.045,77.27,79.212,78.429,79.592,80.638,85.767,96.182,95.336,93.171,94.524,98.765,94.302
190,98.46,113.17,113.67,107.95,93.44,88.29,89.22,85.42,77.625,77.53,77.36,78.905,78.603,80.025,80.377,85.716,95.993,95.472,92.932,94.737,98.761,93.927
191,98.2,113.0,113.55,107.26,93.2,87.51,89.35,85.68,77.81,79.36,76.86,78.938,79.075,79.909,80.323,86.047,96.48,95.385,92.883,94.929,99.021,93.927
192,97.62,113.55,113.3,107.48,92.7,87.76,89.93,85.28,78.2,79.535,77.415,78.313,79.937,79.83,80.25,86.076,96.326,95.587,93.405,95.14,98.777,93.762
193,97.77,114.02,112.96,107.54,92.73,88.54,89.9,85.43,78.46,80.64,77.215,78.658,80.104,80.064,79.989,85.69,95.967,96.125,93.414,95.406,98.689,93.909
194,97.68,113.88,113.78,107.36,93.53,88.29,89.76,85.56,78.38,80.58,76.835,77.967,79.385,79.44,79.846,86.823,96.24,96.114,93.284,95.412,98.54,93.545
195,98.2,114.54,114.1,108.02,92.8,88.65,88.47,85.66,78.235,81.95,76.495,77.62,79.088,79.428,80.22,86.044,95.563,96.772,93.803,95.305,98.488,93.744
196,98.08,114.6,114.85,107.9,92.18,88.51,88.95,86.2,78.55,81.22,76.665,77.642,79.149,79.622,80.026,85.778,95.58,96.654,93.641,95.436,98.665,93.678
197,98.78,114.52,114.28,108.49,92.04,87.55,89.23,86.25,78.41,81.045,76.13,77.563,77.811,80.069,80.132,85.407,95.407,96.933,93.505,95.346,98.822,93.648
198,98.43,114.05,114.16,107.26,92.33,87.67,89.79,86.77,78.3,81.365,76.62,77.664,77.908,80.017,80.466,85.655,94.883,97.692,93.101,95.177,98.815,93.065
199,97.67,114.23,114.22,107.6,91.79,88.15,89.45,86.89,78.0,83.31,76.29,77.588,77.274,79.86,80.517,86.031,94.765,97.962,92.825,94.706,98.406,93.104
200,97.56,114.73,114.78,107.6,92.17,88.02,89.61,86.71,78.16,82.215,76.165,77.287,77.284,79.74,80.452,85.727,94.79,97.518,92.898,94.911,98.005,93.536
201,97.67,115.71,114.74,107.5,92.15,87.65,89.18,86.87,78.025,81.64,75.725,76.881,76.907,79.806,80.311,85.941,93.957,97.997,92.935,94.754,98.17,93.366
202,96.72,116.27,115.18,108.12,92.72,87.22,89.63,86.77,78.19,82.345,75.66,77.268,77.428,79.464,80.561,85.241,94.43,97.878,93.161,94.748,98.003,93.864
203,97.13,115.71,116.1,107.99,92.9,87.15,90.1,86.64,78.04,82.78,75.77,77.137,77.412,79.059,80.563,85.041,94.588,97.897,93.35,95.297,97.723,93.679
204,97.08,117.26,116.23,108.72,92.6,86.93,89.8,86.67,77.52,82.835,75.505,78.421,77.416,79.425,79.718,85.213,94.953,97.94,93.228,95.638,97.335,93.429
205,97.95,116.85,115.96,108.87,92.73,86.45,89.76,86.02,77.37,83.475,75.73,77.414,77.236,79.688,79.727,85.038,94.939,98.314,93.12,95.443,97.008,93.051
206,97.24,117.06,115.89,108.54,92.64,86.12,90.18,86.06,78.025,84.415,75.11,77.634,76.628,79.736,79.751,85.404,95.068,98.686,93.579,95.749,97.05,92.599
207,98.31,117.44,115.9,108.19,91.53,85.97,89.95,86.5,77.525,85.79,75.24,77.685,76.262,80.08,79.29,85.854,96.454,98.752,93.814,95.713,97.256,92.964
208,98.15,117.34,114.71,108.25,91.68,85.08,89.04,86.42,77.53,85.79,75.6,77.303,76.321,80.015,79.329,85.946,97.243,98.682,93.661,96.182,97.236,92.765
209,98.62,118.45,114.67,108.11,91.51,85.29,89.31,86.18,77.23,86.95,76.195,77.91,76.473,80.118,79.245,85.818,96.955,98.611,93.577,96.455,97.405,93.044
210,99.15,118.42,115.15,108.17,91.85,85.55,88.92,85.71,76.98,87.61,76.28,78.377,75.011,80.156,79.246,85.561,96.992,98.879,94.509,96.128,97.599,92.927
211,99.22,117.31,114.65,107.34,92.1,85.36,89.46,85.34,76.79,87.6,76.585,77.503,75.216,80.318,79.306,85.473,97.861,98.342,94.822,96.35,97.524,93.409
212,98.93,117.2,114.73,107.29,92.12,84.98,89.93,85.38,76.73,85.635,76.065,77.457,76.306,79.987,79.67,86.036,97.364,98.422,94.454,96.791,97.469,93.977
213,99.14,116.62,115.25,107.32,92.46,85.34,89.92,85.11,76.46,85.255,76.475,77.481,77.39,79.987,79.837,86.232,97.019,97.697,94.429,96.901,97.439,94.042
214,99.03,115.5,115.03,106.82,92.88,85.57,89.57,85.1,76.56,86.345,76.46,76.892,77.181,80.136,80.263,87.016,97.003,97.414,94.709,96.081,97.154,94.145
215,99.42,115.55,115.25,106.25,93.87,84.76,90.34,85.18,76.3,86.985,76.57,76.623,76.856,80.683,80.81,87.407,97.243,97.196,94.588,96.343,97.041,93.56
216,100.3,114.87,115.38,106.28,93.45,84.63,91.16,85.54,76.39,85.37,75.825,76.0,77.162,80.843,80.64,87.092,98.029,97.088,94.858,96.083,97.366,93.411
217,100.15,115.62,115.32,106.03,93.82,84.07,91.17,85.56,76.03,85.13,75.865,76.691,77.141,80.715,80.787,87.567,98.05,97.793,94.657,96.117,97.805,92.516
218,100.24,115.46,115.55,105.78,94.1,84.17,91.24,85.24,75.41,86.46,75.94,77.164,76.751,80.867,80.559,88.134,99.26,97.86,94.8,95.807,97.764,92.225
219,100.14,116.18,116.62,105.13,93.2,84.26,91.39,85.24,75.455,86.45,75.135,77.584,78.167,80.886,80.854,87.726,99.076,98.529,94.768,96.55,97.989,92.715
220,99.73,115.19,116.4,104.68,93.17,84.5,91.96,85.03,75.39,86.39,75.11,77.77,77.973,81.098,81.387,87.911,99.39,98.774,94.352,96.734,98.201,92.736
221,100.03,115.75,116.74,104.75,93.26,84.44,91.89,84.88,75.915,87.69,75.26,78.356,77.131,81.106,81.2,87.719,99.158,99.05,94.278,97.382,98.033,93.024
222,100.65,115.55,116.53,104.82,92.42,83.71,92.04,85.19,75.9,88.05,75.695,78.231,77.753,81.14,81.252,87.906,98.712,100.12,94.388,97.144,98.151,92.956
223,100.54,116.13,117.14,105.27,91.74,84.05,91.98,85.08,75.81,87.405,75.425,78.673,78.062,81.1,80.983,87.752,99.097,100.25,93.723,96.659,98.23,92.75
224,100.71,116.28,116.81,105.42,91.6,83.87,92.26,85.21,76.07,86.785,74.92,79.333,78.206,81.138,81.086,87.593,99.538,100.438,93.726,96.791,98.019,92.63
225,100.08,116.83,117.34,105.19,91.67,83.34,91.81,85.38,75.84,87.14,75.465,79.21,78.489,81.31,80.898,88.01,99.7,100.946,93.854,96.333,97.871,92.398
226,100.95,117.26,117.43,105.38,90.41,83.72,91.87,85.29,75.8,87.75,75.265,78.729,78.255,80.922,80.826,87.645,99.745,101.283,93.575,96.066,97.663,92.311
227,100.81,117.23,117.47,105.8,91.0,83.32,91.94,85.28,75.21,87.565,75.37,78.594,78.463,81.0,80.744,87.711,99.064,101.113,93.997,96.716,97.742,92.284
228,100.62,117.89,117.17,106.05,90.72,83.23,91.4,85.12,75.09,88.295,75.73,78.768,78.435,80.966,81.172,87.667,99.624,101.106,93.877,96.585,97.814,92.395
229,100.76,117.8,117.076,105.93,90.75,82.99,91.43,84.53,75.055,88.415,75.17,79.762,79.351,80.966,81.117,88.405,99.855,101.759,93.135,96.585,97.899,92.494
230,101.65,117.98,116.43,106.28,91.73,82.46,91.44,84.32,75.07,86.28,75.125,79.939,79.351,80.236,80.742,88.206,99.59,101.759,93.135,96.825,98.176,92.22
231,101.476,118.45,116.55,106.69,91.652,82.232,91.924,83.6,74.86,85.18,74.392,79.773,79.917,80.266,80.963,88.0006,99.856,101.527,92.707,96.979,98.238,91.954
232,101.18,116.954,115.95,106.754,90.884,81.866,90.788,83.348,75.078,85.975,75.013,80.591,79.588,80.471,80.6746,87.7242,99.882,101.332,92.766,97.171,98.0832,91.942
233,101.63,116.448,116.59,107.094,91.076,82.032,91.428,82.986,75.101,86.101,75.256,81.16,79.379,80.43,80.817,87.7618,100.1558,100.892,93.091,96.469,98.114,91.765
234,101.59,116.434,116.65,106.936,90.608,81.908,91.286,83.164,75.614,87.145,75.215,81.623,78.811,80.326,80.852,88.5634,100.306,101.463,92.924,96.375,98.027,91.8052
235,101.65,114.908,117.05,106.908,90.84,81.67,91.49,82.602,76.162,87.635,74.765,81.167,78.863,80.323,80.7954,88.19,99.955,100.999,92.758,96.764,97.854,91.227
236,102.12,114.51,116.17,106.95,90.08,82.08,91.6,82.11,75.92,87.6,75.045,80.731,79.161,80.067,81.12,88.931,100.145,100.756,92.541,96.404,97.351,91.052
237,102.15,113.44,116.66,106.93,89.97,81.09,91.18,82.11,75.725,87.99,74.995,79.797,79.101,79.824,80.796,89.245,97.754,99.967,92.859,96.337,97.256,90.645
238,100.67,114.25,116.84,106.73,90.04,81.43,91.12,82.09,76.45,87.33,76.29,80.004,79.037,79.934,80.806,88.953,98.453,100.395,93.004,96.445,97.187,90.609
239,100.42,113.05,116.64,106.66,89.6,81.37,91.58,82.43,76.42,88.145,76.115,80.264,79.032,80.428,80.404,89.575,98.784,100.141,93.237,96.224,96.956,90.702
240,100.27,113.32,115.88,105.87,89.16,82.04,90.94,82.47,76.34,86.45,76.63,80.371,79.394,80.552,80.475,89.297,98.583,101.013,93.414,95.941,97.246,90.88
241,100.6,113.74,116.34,105.75,89.05,82.14,90.93,83.0,76.1,86.805,76.43,80.48,79.171,80.475,80.288,88.94,97.426,101.505,93.489,96.663,97.179,91.011
242,101.31,114.06,115.44,105.88,89.29,82.7,90.03,82.78,76.26,86.285,76.41,80.454,80.223,80.179,80.122,88.537,98.044,100.929,93.47,96.833,96.95,90.751
243,101.24,114.01,115.59,105.85,89.29,82.23,90.06,82.64,76.16,84.62,76.955,79.606,80.949,79.903,80.033,88.937,97.606,100.992,93.7,96.503,96.616,90.924
244,101.93,114.44,115.67,105.0,88.87,82.44,89.5,83.06,76.605,84.28,76.735,79.69,81.289,80.013,80.353,88.595,97.653,101.728,93.024,96.541,96.959,90.655
245,101.95,113.22,116.07,104.46,88.88,81.76,89.75,83.35,77.45,83.085,77.3,80.582,80.992,79.655,80.375,88.682,98.288,103.018,93.051,96.91,96.745,90.409
246,101.24,112.63,116.12,104.52,88.74,82.62,89.4,83.75,77.41,81.595,77.335,80.549,80.839,79.62,80.226,88.297,97.884,102.924,93.463,96.55,96.58,90.359
247,101.86,112.92,117.41,104.0,88.3,82.23,89.57,83.71,77.43,80.075,78.09,80.752,80.807,79.387,80.214,89.326,99.32,103.1,93.239,96.57,96.777,89.741
248,101.51,113.04,118.54,104.1,88.24,81.75,90.51,83.16,77.62,80.615,78.195,80.972,80.273,79.313,80.248,89.477,98.731,103.288,93.027,96.484,96.963,89.953
249,101.57,111.76,118.43,103.98,88.53,82.06,90.69,83.25,77.81,82.435,78.42,81.069,80.35,79.31,80.788,89.841,98.369,103.029,92.891,95.728,96.955,89.949
250,101.55,111.34,118.08,104.0,88.39,82.01,90.46,83.26,77.74,82.08,78.61,81.073,80.306,79.712,80.75,89.949,98.244,103.096,92.862,96.455,97.274,90.546
251,101.0,110.61,117.82,104.08,88.37,81.55,90.55,83.67,77.56,82.185,78.23,80.832,80.236,79.745,80.617,90.326,98.367,103.002,92.924,96.007,97.235,90.34
252,101.23,110.13,117.21,103.68,87.89,81.31,90.92,83.82,77.18,81.975,78.175,80.679,80.135,79.704,80.674,90.223,98.016,103.007,92.801,96.568,97.251,90.25
